record_id,date,time,menu_item,category,quantity,price_per_item,revenue,payment_method,order_type,server_id,server_name,hour,weekday,month_number,month_name,day_of_week,is_weekend,high_revenue,date_hour,service_period,weekend_label,high_revenue_label
1515,2024-04-28,14:15:00,Truffle Fries,Side,2.0,8,16.0,Mobile Payment,Delivery,105,Nina,14,Sunday,4,April,6,True,False,2024-04-28 14:00:00,Lunch,Weekend,Other record
1516,2024-11-29,19:30:00,Old Fashioned,Beverage,3.0,12,36.0,Credit Card,Takeaway,103,Emily,19,Friday,11,November,4,False,False,2024-11-29 19:00:00,Dinner,Weekday,Other record
1517,2024-11-15,17:00:00,Truffle Fries,Side,7.0,8,56.0,Cash,Dine-In,105,Nina,17,Friday,11,November,4,False,False,2024-11-15 17:00:00,Dinner,Weekday,Other record
1518,2024-11-06,12:15:00,Chocolate Lava Cake,Dessert,4.0,9,36.0,Cash,Dine-In,102,Jake,12,Wednesday,11,November,2,False,False,2024-11-06 12:00:00,Lunch,Weekday,Other record
1519,2024-06-07,19:00:00,Old Fashioned,Beverage,2.0,12,24.0,Credit Card,Takeaway,102,Jake,19,Friday,6,June,4,False,False,2024-06-07 19:00:00,Dinner,Weekday,Other record
1520,2024-05-31,13:00:00,Shrimp Cocktail,Appetizer,7.0,14,98.0,Credit Card,Takeaway,101,Sarah,13,Friday,5,May,4,False,True,2024-05-31 13:00:00,Lunch,Weekday,High-value record
1521,2024-02-06,13:45:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Credit Card,Takeaway,102,Jake,13,Tuesday,2,February,1,False,False,2024-02-06 13:00:00,Lunch,Weekday,Other record
1522,2024-03-04,20:45:00,Ribeye Steak,Entree,6.0,35,210.0,Credit Card,Takeaway,104,Carlos,20,Monday,3,March,0,False,True,2024-03-04 20:00:00,Dinner,Weekday,High-value record
1523,2024-11-13,21:15:00,Old Fashioned,Beverage,7.0,12,84.0,Mobile Payment,Delivery,103,Emily,21,Wednesday,11,November,2,False,True,2024-11-13 21:00:00,Dinner,Weekday,High-value record
1524,2024-07-10,12:45:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Credit Card,Delivery,101,Sarah,12,Wednesday,7,July,2,False,True,2024-07-10 12:00:00,Lunch,Weekday,High-value record
1525,2024-11-13,21:00:00,Truffle Fries,Side,4.0,8,32.0,Mobile Payment,Delivery,101,Sarah,21,Wednesday,11,November,2,False,False,2024-11-13 21:00:00,Dinner,Weekday,Other record
1526,2024-03-20,12:30:00,Grilled Asparagus,Side,2.0,8,16.0,Mobile Payment,Takeaway,101,Sarah,12,Wednesday,3,March,2,False,False,2024-03-20 12:00:00,Lunch,Weekday,Other record
1527,2024-04-24,17:45:00,Bourbon BBQ Burger,Entree,2.0,22,44.0,Credit Card,Takeaway,104,Carlos,17,Wednesday,4,April,2,False,False,2024-04-24 17:00:00,Dinner,Weekday,Other record
1528,2024-11-24,19:45:00,Filet Mignon,Entree,2.0,42,84.0,Cash,Delivery,101,Sarah,19,Sunday,11,November,6,True,True,2024-11-24 19:00:00,Dinner,Weekend,High-value record
1529,2024-07-22,17:15:00,Grilled Asparagus,Side,7.0,8,56.0,Cash,Takeaway,103,Emily,17,Monday,7,July,0,False,False,2024-07-22 17:00:00,Dinner,Weekday,Other record
1530,2024-11-05,18:15:00,Truffle Fries,Side,7.0,8,56.0,Cash,Takeaway,104,Carlos,18,Tuesday,11,November,1,False,False,2024-11-05 18:00:00,Dinner,Weekday,Other record
1531,2024-01-20,19:15:00,Old Fashioned,Beverage,4.0,12,48.0,Mobile Payment,Dine-In,103,Emily,19,Saturday,1,January,5,True,False,2024-01-20 19:00:00,Dinner,Weekend,Other record
1532,2024-10-17,11:45:00,Ribeye Steak,Entree,3.0,35,105.0,Credit Card,Takeaway,102,Jake,11,Thursday,10,October,3,False,True,2024-10-17 11:00:00,Lunch,Weekday,High-value record
1533,2024-01-28,14:00:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Credit Card,Takeaway,102,Jake,14,Sunday,1,January,6,True,True,2024-01-28 14:00:00,Lunch,Weekend,High-value record
1534,2024-02-12,13:00:00,Shrimp Cocktail,Appetizer,3.0,14,42.0,Cash,Takeaway,104,Carlos,13,Monday,2,February,0,False,False,2024-02-12 13:00:00,Lunch,Weekday,Other record
1535,2024-08-02,19:15:00,Bourbon BBQ Burger,Entree,5.0,22,110.0,Cash,Dine-In,101,Sarah,19,Friday,8,August,4,False,True,2024-08-02 19:00:00,Dinner,Weekday,High-value record
1536,2024-08-07,16:30:00,New York Strip,Entree,2.0,38,76.0,Credit Card,Takeaway,104,Carlos,16,Wednesday,8,August,2,False,True,2024-08-07 16:00:00,Lunch,Weekday,High-value record
1537,2024-08-31,19:15:00,Truffle Fries,Side,8.0,8,64.0,Credit Card,Delivery,105,Nina,19,Saturday,8,August,5,True,True,2024-08-31 19:00:00,Dinner,Weekend,High-value record
1538,2024-07-18,11:15:00,Filet Mignon,Entree,6.0,42,252.0,Mobile Payment,Dine-In,103,Emily,11,Thursday,7,July,3,False,True,2024-07-18 11:00:00,Lunch,Weekday,High-value record
1539,2024-12-06,22:30:00,Ribeye Steak,Entree,4.0,35,140.0,Credit Card,Dine-In,104,Carlos,22,Friday,12,December,4,False,True,2024-12-06 22:00:00,Dinner,Weekday,High-value record
1540,2024-06-11,12:45:00,Shrimp Cocktail,Appetizer,6.0,14,84.0,Mobile Payment,Dine-In,104,Carlos,12,Tuesday,6,June,1,False,True,2024-06-11 12:00:00,Lunch,Weekday,High-value record
1541,2024-03-05,21:45:00,Bourbon BBQ Burger,Entree,10.0,22,220.0,Cash,Dine-In,102,Jake,21,Tuesday,3,March,1,False,True,2024-03-05 21:00:00,Dinner,Weekday,High-value record
1542,2024-04-06,17:15:00,Chocolate Lava Cake,Dessert,6.0,9,54.0,Cash,Takeaway,102,Jake,17,Saturday,4,April,5,True,False,2024-04-06 17:00:00,Dinner,Weekend,Other record
1543,2024-04-07,21:00:00,Mashed Potatoes,Side,5.0,7,35.0,Cash,Takeaway,103,Emily,21,Sunday,4,April,6,True,False,2024-04-07 21:00:00,Dinner,Weekend,Other record
1544,2024-09-14,12:45:00,Bourbon BBQ Burger,Entree,8.0,22,176.0,Credit Card,Takeaway,103,Emily,12,Saturday,9,September,5,True,True,2024-09-14 12:00:00,Lunch,Weekend,High-value record
1545,2024-06-29,19:45:00,Cabernet Sauvignon,Beverage,5.0,16,80.0,Cash,Dine-In,104,Carlos,19,Saturday,6,June,5,True,True,2024-06-29 19:00:00,Dinner,Weekend,High-value record
1546,2024-08-07,16:15:00,Cabernet Sauvignon,Beverage,6.0,16,96.0,Cash,Delivery,104,Carlos,16,Wednesday,8,August,2,False,True,2024-08-07 16:00:00,Lunch,Weekday,High-value record
1547,2024-07-14,15:45:00,Bourbon BBQ Burger,Entree,3.0,22,66.0,Mobile Payment,Delivery,101,Sarah,15,Sunday,7,July,6,True,True,2024-07-14 15:00:00,Lunch,Weekend,High-value record
1548,2024-02-14,12:00:00,Bourbon BBQ Burger,Entree,1.2,22,26.4,Mobile Payment,Takeaway,101,Sarah,12,Wednesday,2,February,2,False,False,2024-02-14 12:00:00,Lunch,Weekday,Other record
1549,2024-09-11,22:00:00,Bourbon BBQ Burger,Entree,7.0,22,154.0,Mobile Payment,Delivery,101,Sarah,22,Wednesday,9,September,2,False,True,2024-09-11 22:00:00,Dinner,Weekday,High-value record
1550,2024-12-07,15:45:00,Caesar Salad,Appetizer,4.0,10,40.0,Credit Card,Delivery,104,Carlos,15,Saturday,12,December,5,True,False,2024-12-07 15:00:00,Lunch,Weekend,Other record
1551,2024-02-28,14:45:00,Filet Mignon,Entree,3.0,42,126.0,Credit Card,Takeaway,104,Carlos,14,Wednesday,2,February,2,False,True,2024-02-28 14:00:00,Lunch,Weekday,High-value record
1552,2024-01-04,16:15:00,Cabernet Sauvignon,Beverage,3.0,16,48.0,Credit Card,Delivery,103,Emily,16,Thursday,1,January,3,False,False,2024-01-04 16:00:00,Lunch,Weekday,Other record
1553,2024-06-06,17:15:00,Ribeye Steak,Entree,8.0,35,280.0,Cash,Dine-In,101,Sarah,17,Thursday,6,June,3,False,True,2024-06-06 17:00:00,Dinner,Weekday,High-value record
1554,2024-03-19,16:30:00,Mashed Potatoes,Side,2.0,7,14.0,Mobile Payment,Takeaway,102,Jake,16,Tuesday,3,March,1,False,False,2024-03-19 16:00:00,Lunch,Weekday,Other record
1555,2024-10-11,17:15:00,Chocolate Lava Cake,Dessert,9.0,9,81.0,Cash,Delivery,104,Carlos,17,Friday,10,October,4,False,True,2024-10-11 17:00:00,Dinner,Weekday,High-value record
1556,2024-03-06,21:45:00,Truffle Fries,Side,4.0,8,32.0,Credit Card,Takeaway,105,Nina,21,Wednesday,3,March,2,False,False,2024-03-06 21:00:00,Dinner,Weekday,Other record
1557,2024-03-22,17:15:00,Filet Mignon,Entree,5.0,42,210.0,Mobile Payment,Dine-In,105,Nina,17,Friday,3,March,4,False,True,2024-03-22 17:00:00,Dinner,Weekday,High-value record
1558,2024-07-19,21:30:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Credit Card,Dine-In,101,Sarah,21,Friday,7,July,4,False,True,2024-07-19 21:00:00,Dinner,Weekday,High-value record
1559,2024-02-17,11:45:00,Ribeye Steak,Entree,10.0,35,350.0,Cash,Dine-In,105,Nina,11,Saturday,2,February,5,True,True,2024-02-17 11:00:00,Lunch,Weekend,High-value record
1560,2024-12-28,19:00:00,Chocolate Lava Cake,Dessert,7.0,9,63.0,Cash,Delivery,102,Jake,19,Saturday,12,December,5,True,True,2024-12-28 19:00:00,Dinner,Weekend,High-value record
1561,2024-08-20,21:30:00,New York Strip,Entree,4.0,38,152.0,Mobile Payment,Dine-In,103,Emily,21,Tuesday,8,August,1,False,True,2024-08-20 21:00:00,Dinner,Weekday,High-value record
1562,2024-04-09,19:15:00,Truffle Fries,Side,7.0,8,56.0,Credit Card,Delivery,101,Sarah,19,Tuesday,4,April,1,False,False,2024-04-09 19:00:00,Dinner,Weekday,Other record
1563,2024-05-20,12:15:00,Bourbon BBQ Burger,Entree,1.0,22,22.0,Mobile Payment,Delivery,101,Sarah,12,Monday,5,May,0,False,False,2024-05-20 12:00:00,Lunch,Weekday,Other record
1564,2024-02-26,18:00:00,Filet Mignon,Entree,3.0,42,126.0,Credit Card,Takeaway,102,Jake,18,Monday,2,February,0,False,True,2024-02-26 18:00:00,Dinner,Weekday,High-value record
1565,2024-02-17,12:45:00,Mashed Potatoes,Side,3.0,7,21.0,Credit Card,Dine-In,104,Carlos,12,Saturday,2,February,5,True,False,2024-02-17 12:00:00,Lunch,Weekend,Other record
1566,2024-01-12,17:00:00,Old Fashioned,Beverage,2.0,12,24.0,Cash,Delivery,104,Carlos,17,Friday,1,January,4,False,False,2024-01-12 17:00:00,Dinner,Weekday,Other record
1567,2024-07-11,16:45:00,New York Strip,Entree,2.0,38,76.0,Credit Card,Dine-In,102,Jake,16,Thursday,7,July,3,False,True,2024-07-11 16:00:00,Lunch,Weekday,High-value record
1568,2024-12-03,20:00:00,Filet Mignon,Entree,5.0,42,210.0,Credit Card,Takeaway,105,Nina,20,Tuesday,12,December,1,False,True,2024-12-03 20:00:00,Dinner,Weekday,High-value record
1569,2024-11-03,19:00:00,New York Strip,Entree,9.0,38,342.0,Mobile Payment,Takeaway,101,Sarah,19,Sunday,11,November,6,True,True,2024-11-03 19:00:00,Dinner,Weekend,High-value record
1570,2024-04-08,20:00:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Mobile Payment,Delivery,102,Jake,20,Monday,4,April,0,False,False,2024-04-08 20:00:00,Dinner,Weekday,Other record
1571,2024-04-20,16:00:00,Caesar Salad,Appetizer,2.0,10,20.0,Credit Card,Dine-In,102,Jake,16,Saturday,4,April,5,True,False,2024-04-20 16:00:00,Lunch,Weekend,Other record
1572,2024-02-12,22:15:00,Shrimp Cocktail,Appetizer,6.0,14,84.0,Credit Card,Dine-In,101,Sarah,22,Monday,2,February,0,False,True,2024-02-12 22:00:00,Dinner,Weekday,High-value record
1573,2024-06-27,22:30:00,Old Fashioned,Beverage,8.0,12,96.0,Credit Card,Delivery,104,Carlos,22,Thursday,6,June,3,False,True,2024-06-27 22:00:00,Dinner,Weekday,High-value record
1574,2024-04-08,15:15:00,Caesar Salad,Appetizer,3.0,10,30.0,Credit Card,Dine-In,105,Nina,15,Monday,4,April,0,False,False,2024-04-08 15:00:00,Lunch,Weekday,Other record
1575,2024-10-27,15:15:00,Caesar Salad,Appetizer,4.0,10,40.0,Credit Card,Takeaway,104,Carlos,15,Sunday,10,October,6,True,False,2024-10-27 15:00:00,Lunch,Weekend,Other record
1576,2024-11-01,22:30:00,Mashed Potatoes,Side,10.0,7,70.0,Cash,Delivery,104,Carlos,22,Friday,11,November,4,False,True,2024-11-01 22:00:00,Dinner,Weekday,High-value record
1577,2024-08-07,14:30:00,Mashed Potatoes,Side,1.0,7,7.0,Credit Card,Dine-In,101,Sarah,14,Wednesday,8,August,2,False,False,2024-08-07 14:00:00,Lunch,Weekday,Other record
1578,2024-09-18,15:45:00,Shrimp Cocktail,Appetizer,5.0,14,70.0,Mobile Payment,Delivery,103,Emily,15,Wednesday,9,September,2,False,True,2024-09-18 15:00:00,Lunch,Weekday,High-value record
1579,2024-07-22,11:00:00,New York Strip,Entree,3.0,38,114.0,Credit Card,Dine-In,103,Emily,11,Monday,7,July,0,False,True,2024-07-22 11:00:00,Lunch,Weekday,High-value record
1580,2024-05-05,12:15:00,Bourbon BBQ Burger,Entree,2.0,22,44.0,Credit Card,Dine-In,103,Emily,12,Sunday,5,May,6,True,False,2024-05-05 12:00:00,Lunch,Weekend,Other record
1581,2024-03-03,11:30:00,Truffle Fries,Side,1.0,8,8.0,Mobile Payment,Takeaway,102,Jake,11,Sunday,3,March,6,True,False,2024-03-03 11:00:00,Lunch,Weekend,Other record
1582,2024-08-26,20:30:00,Caesar Salad,Appetizer,12.0,10,120.0,Cash,Takeaway,103,Emily,20,Monday,8,August,0,False,True,2024-08-26 20:00:00,Dinner,Weekday,High-value record
1583,2024-11-04,14:15:00,Filet Mignon,Entree,6.0,42,252.0,Credit Card,Delivery,105,Nina,14,Monday,11,November,0,False,True,2024-11-04 14:00:00,Lunch,Weekday,High-value record
1584,2024-12-09,12:45:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Credit Card,Takeaway,102,Jake,12,Monday,12,December,0,False,True,2024-12-09 12:00:00,Lunch,Weekday,High-value record
1585,2024-04-10,11:45:00,Old Fashioned,Beverage,1.0,12,12.0,Credit Card,Takeaway,101,Sarah,11,Wednesday,4,April,2,False,False,2024-04-10 11:00:00,Lunch,Weekday,Other record
1586,2024-03-04,18:15:00,Chocolate Lava Cake,Dessert,5.0,9,45.0,Mobile Payment,Takeaway,102,Jake,18,Monday,3,March,0,False,False,2024-03-04 18:00:00,Dinner,Weekday,Other record
1587,2024-10-22,11:30:00,Ribeye Steak,Entree,4.0,35,140.0,Cash,Takeaway,103,Emily,11,Tuesday,10,October,1,False,True,2024-10-22 11:00:00,Lunch,Weekday,High-value record
1588,2024-03-08,17:00:00,Cabernet Sauvignon,Beverage,9.0,16,144.0,Cash,Takeaway,101,Sarah,17,Friday,3,March,4,False,True,2024-03-08 17:00:00,Dinner,Weekday,High-value record
1589,2024-02-05,18:00:00,Grilled Asparagus,Side,7.0,8,56.0,Credit Card,Takeaway,103,Emily,18,Monday,2,February,0,False,False,2024-02-05 18:00:00,Dinner,Weekday,Other record
1590,2024-07-23,12:30:00,Old Fashioned,Beverage,5.0,12,60.0,Cash,Takeaway,103,Emily,12,Tuesday,7,July,1,False,False,2024-07-23 12:00:00,Lunch,Weekday,Other record
1591,2024-12-22,18:45:00,Bourbon BBQ Burger,Entree,2.0,22,44.0,Credit Card,Delivery,101,Sarah,18,Sunday,12,December,6,True,False,2024-12-22 18:00:00,Dinner,Weekend,Other record
1592,2024-01-15,14:00:00,Ribeye Steak,Entree,2.0,35,70.0,Cash,Takeaway,104,Carlos,14,Monday,1,January,0,False,True,2024-01-15 14:00:00,Lunch,Weekday,High-value record
1593,2024-04-25,13:00:00,Caesar Salad,Appetizer,3.0,10,30.0,Mobile Payment,Dine-In,101,Sarah,13,Thursday,4,April,3,False,False,2024-04-25 13:00:00,Lunch,Weekday,Other record
1594,2024-05-12,11:00:00,Ribeye Steak,Entree,4.5,35,157.5,Cash,Takeaway,103,Emily,11,Sunday,5,May,6,True,True,2024-05-12 11:00:00,Lunch,Weekend,High-value record
1595,2024-12-18,20:45:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Cash,Delivery,104,Carlos,20,Wednesday,12,December,2,False,False,2024-12-18 20:00:00,Dinner,Weekday,Other record
1596,2024-03-02,13:30:00,New York Strip,Entree,9.0,38,342.0,Credit Card,Delivery,104,Carlos,13,Saturday,3,March,5,True,True,2024-03-02 13:00:00,Lunch,Weekend,High-value record
1597,2024-12-08,12:15:00,Chocolate Lava Cake,Dessert,4.0,9,36.0,Mobile Payment,Takeaway,103,Emily,12,Sunday,12,December,6,True,False,2024-12-08 12:00:00,Lunch,Weekend,Other record
1598,2024-06-13,22:45:00,Caesar Salad,Appetizer,2.0,10,20.0,Credit Card,Takeaway,101,Sarah,22,Thursday,6,June,3,False,False,2024-06-13 22:00:00,Dinner,Weekday,Other record
1599,2024-06-29,19:15:00,Bourbon BBQ Burger,Entree,5.0,22,110.0,Mobile Payment,Dine-In,101,Sarah,19,Saturday,6,June,5,True,True,2024-06-29 19:00:00,Dinner,Weekend,High-value record
1600,2024-09-10,11:15:00,Ribeye Steak,Entree,2.0,35,70.0,Credit Card,Takeaway,102,Jake,11,Tuesday,9,September,1,False,True,2024-09-10 11:00:00,Lunch,Weekday,High-value record
1601,2024-09-06,12:30:00,Caesar Salad,Appetizer,9.0,10,90.0,Mobile Payment,Delivery,103,Emily,12,Friday,9,September,4,False,True,2024-09-06 12:00:00,Lunch,Weekday,High-value record
1602,2024-06-08,22:45:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Mobile Payment,Dine-In,102,Jake,22,Saturday,6,June,5,True,True,2024-06-08 22:00:00,Dinner,Weekend,High-value record
1603,2024-04-22,16:45:00,Old Fashioned,Beverage,4.0,12,48.0,Mobile Payment,Dine-In,104,Carlos,16,Monday,4,April,0,False,False,2024-04-22 16:00:00,Lunch,Weekday,Other record
1604,2024-04-06,12:30:00,Grilled Asparagus,Side,4.0,8,32.0,Mobile Payment,Takeaway,105,Nina,12,Saturday,4,April,5,True,False,2024-04-06 12:00:00,Lunch,Weekend,Other record
1605,2024-11-27,12:15:00,Old Fashioned,Beverage,1.0,12,12.0,Mobile Payment,Dine-In,102,Jake,12,Wednesday,11,November,2,False,False,2024-11-27 12:00:00,Lunch,Weekday,Other record
1606,2024-01-09,18:15:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Credit Card,Delivery,105,Nina,18,Tuesday,1,January,1,False,False,2024-01-09 18:00:00,Dinner,Weekday,Other record
1607,2024-08-19,16:30:00,Filet Mignon,Entree,5.0,42,210.0,Cash,Takeaway,104,Carlos,16,Monday,8,August,0,False,True,2024-08-19 16:00:00,Lunch,Weekday,High-value record
1608,2024-04-18,13:45:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Mobile Payment,Takeaway,101,Sarah,13,Thursday,4,April,3,False,True,2024-04-18 13:00:00,Lunch,Weekday,High-value record
1609,2024-08-13,15:30:00,Filet Mignon,Entree,1.0,42,42.0,Mobile Payment,Takeaway,104,Carlos,15,Tuesday,8,August,1,False,False,2024-08-13 15:00:00,Lunch,Weekday,Other record
1610,2024-04-09,15:15:00,Grilled Asparagus,Side,2.0,8,16.0,Mobile Payment,Takeaway,105,Nina,15,Tuesday,4,April,1,False,False,2024-04-09 15:00:00,Lunch,Weekday,Other record
1611,2024-11-07,18:45:00,Filet Mignon,Entree,2.0,42,84.0,Mobile Payment,Dine-In,101,Sarah,18,Thursday,11,November,3,False,True,2024-11-07 18:00:00,Dinner,Weekday,High-value record
1612,2024-04-22,12:00:00,Ribeye Steak,Entree,6.0,35,210.0,Credit Card,Dine-In,101,Sarah,12,Monday,4,April,0,False,True,2024-04-22 12:00:00,Lunch,Weekday,High-value record
1613,2024-09-29,12:30:00,Caesar Salad,Appetizer,5.0,10,50.0,Mobile Payment,Delivery,104,Carlos,12,Sunday,9,September,6,True,False,2024-09-29 12:00:00,Lunch,Weekend,Other record
1614,2024-07-19,17:00:00,Caesar Salad,Appetizer,7.0,10,70.0,Credit Card,Dine-In,102,Jake,17,Friday,7,July,4,False,True,2024-07-19 17:00:00,Dinner,Weekday,High-value record
1615,2024-04-14,16:30:00,Truffle Fries,Side,6.0,8,48.0,Credit Card,Delivery,101,Sarah,16,Sunday,4,April,6,True,False,2024-04-14 16:00:00,Lunch,Weekend,Other record
1616,2024-02-18,13:45:00,Truffle Fries,Side,3.0,8,24.0,Mobile Payment,Dine-In,102,Jake,13,Sunday,2,February,6,True,False,2024-02-18 13:00:00,Lunch,Weekend,Other record
1617,2024-06-10,21:00:00,New York Strip,Entree,4.0,38,152.0,Credit Card,Takeaway,102,Jake,21,Monday,6,June,0,False,True,2024-06-10 21:00:00,Dinner,Weekday,High-value record
1618,2024-01-07,21:45:00,Grilled Asparagus,Side,7.0,8,56.0,Cash,Dine-In,103,Emily,21,Sunday,1,January,6,True,False,2024-01-07 21:00:00,Dinner,Weekend,Other record
1619,2024-02-09,13:00:00,Chocolate Lava Cake,Dessert,4.0,9,36.0,Credit Card,Delivery,101,Sarah,13,Friday,2,February,4,False,False,2024-02-09 13:00:00,Lunch,Weekday,Other record
1620,2024-09-07,14:45:00,Filet Mignon,Entree,2.0,42,84.0,Cash,Delivery,103,Emily,14,Saturday,9,September,5,True,True,2024-09-07 14:00:00,Lunch,Weekend,High-value record
1621,2024-04-26,19:15:00,New York Strip,Entree,2.0,38,76.0,Cash,Takeaway,103,Emily,19,Friday,4,April,4,False,True,2024-04-26 19:00:00,Dinner,Weekday,High-value record
1622,2024-08-19,18:30:00,Cabernet Sauvignon,Beverage,6.0,16,96.0,Mobile Payment,Takeaway,103,Emily,18,Monday,8,August,0,False,True,2024-08-19 18:00:00,Dinner,Weekday,High-value record
1623,2024-07-05,18:00:00,Mashed Potatoes,Side,5.0,7,35.0,Mobile Payment,Takeaway,105,Nina,18,Friday,7,July,4,False,False,2024-07-05 18:00:00,Dinner,Weekday,Other record
1624,2024-12-05,20:45:00,Filet Mignon,Entree,6.0,42,252.0,Mobile Payment,Delivery,101,Sarah,20,Thursday,12,December,3,False,True,2024-12-05 20:00:00,Dinner,Weekday,High-value record
1625,2024-03-16,17:15:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Credit Card,Takeaway,101,Sarah,17,Saturday,3,March,5,True,True,2024-03-16 17:00:00,Dinner,Weekend,High-value record
1626,2024-05-05,20:45:00,Mashed Potatoes,Side,4.0,7,28.0,Mobile Payment,Dine-In,102,Jake,20,Sunday,5,May,6,True,False,2024-05-05 20:00:00,Dinner,Weekend,Other record
1627,2024-07-12,21:00:00,Shrimp Cocktail,Appetizer,8.0,14,112.0,Credit Card,Delivery,102,Jake,21,Friday,7,July,4,False,True,2024-07-12 21:00:00,Dinner,Weekday,High-value record
1628,2024-05-15,21:30:00,Mashed Potatoes,Side,7.0,7,49.0,Mobile Payment,Takeaway,103,Emily,21,Wednesday,5,May,2,False,False,2024-05-15 21:00:00,Dinner,Weekday,Other record
1629,2024-06-07,14:00:00,Chocolate Lava Cake,Dessert,9.0,9,81.0,Mobile Payment,Takeaway,105,Nina,14,Friday,6,June,4,False,True,2024-06-07 14:00:00,Lunch,Weekday,High-value record
1630,2024-03-03,17:45:00,Chocolate Lava Cake,Dessert,6.0,9,54.0,Credit Card,Dine-In,101,Sarah,17,Sunday,3,March,6,True,False,2024-03-03 17:00:00,Dinner,Weekend,Other record
1631,2024-09-12,21:15:00,Old Fashioned,Beverage,4.0,12,48.0,Mobile Payment,Takeaway,105,Nina,21,Thursday,9,September,3,False,False,2024-09-12 21:00:00,Dinner,Weekday,Other record
1632,2024-10-12,21:15:00,Shrimp Cocktail,Appetizer,6.0,14,84.0,Credit Card,Dine-In,103,Emily,21,Saturday,10,October,5,True,True,2024-10-12 21:00:00,Dinner,Weekend,High-value record
1633,2024-01-08,18:00:00,Caesar Salad,Appetizer,6.0,10,60.0,Mobile Payment,Dine-In,101,Sarah,18,Monday,1,January,0,False,False,2024-01-08 18:00:00,Dinner,Weekday,Other record
1634,2024-09-07,15:00:00,Grilled Asparagus,Side,6.0,8,48.0,Mobile Payment,Dine-In,101,Sarah,15,Saturday,9,September,5,True,False,2024-09-07 15:00:00,Lunch,Weekend,Other record
1635,2024-05-08,13:30:00,Shrimp Cocktail,Appetizer,6.0,14,84.0,Mobile Payment,Delivery,102,Jake,13,Wednesday,5,May,2,False,True,2024-05-08 13:00:00,Lunch,Weekday,High-value record
1636,2024-02-14,22:30:00,New York Strip,Entree,3.6,38,136.8,Credit Card,Delivery,101,Sarah,22,Wednesday,2,February,2,False,True,2024-02-14 22:00:00,Dinner,Weekday,High-value record
1637,2024-05-28,14:00:00,Old Fashioned,Beverage,3.0,12,36.0,Cash,Delivery,104,Carlos,14,Tuesday,5,May,1,False,False,2024-05-28 14:00:00,Lunch,Weekday,Other record
1638,2024-08-04,17:00:00,Shrimp Cocktail,Appetizer,7.0,14,98.0,Mobile Payment,Takeaway,102,Jake,17,Sunday,8,August,6,True,True,2024-08-04 17:00:00,Dinner,Weekend,High-value record
1639,2024-10-15,17:30:00,Chocolate Lava Cake,Dessert,3.0,9,27.0,Mobile Payment,Dine-In,103,Emily,17,Tuesday,10,October,1,False,False,2024-10-15 17:00:00,Dinner,Weekday,Other record
1640,2024-03-10,17:15:00,Shrimp Cocktail,Appetizer,6.0,14,84.0,Cash,Takeaway,105,Nina,17,Sunday,3,March,6,True,True,2024-03-10 17:00:00,Dinner,Weekend,High-value record
1641,2024-11-17,18:15:00,Grilled Asparagus,Side,9.0,8,72.0,Cash,Dine-In,105,Nina,18,Sunday,11,November,6,True,True,2024-11-17 18:00:00,Dinner,Weekend,High-value record
1642,2024-08-14,22:30:00,Cabernet Sauvignon,Beverage,6.0,16,96.0,Credit Card,Takeaway,104,Carlos,22,Wednesday,8,August,2,False,True,2024-08-14 22:00:00,Dinner,Weekday,High-value record
1643,2024-08-26,17:45:00,Old Fashioned,Beverage,2.0,12,24.0,Mobile Payment,Dine-In,104,Carlos,17,Monday,8,August,0,False,False,2024-08-26 17:00:00,Dinner,Weekday,Other record
1644,2024-02-15,13:30:00,Caesar Salad,Appetizer,5.0,10,50.0,Mobile Payment,Takeaway,102,Jake,13,Thursday,2,February,3,False,False,2024-02-15 13:00:00,Lunch,Weekday,Other record
1645,2024-11-13,19:30:00,Ribeye Steak,Entree,7.0,35,245.0,Cash,Takeaway,101,Sarah,19,Wednesday,11,November,2,False,True,2024-11-13 19:00:00,Dinner,Weekday,High-value record
1646,2024-08-24,19:45:00,Ribeye Steak,Entree,2.0,35,70.0,Cash,Takeaway,101,Sarah,19,Saturday,8,August,5,True,True,2024-08-24 19:00:00,Dinner,Weekend,High-value record
1647,2024-06-19,20:00:00,Shrimp Cocktail,Appetizer,11.0,14,154.0,Credit Card,Delivery,103,Emily,20,Wednesday,6,June,2,False,True,2024-06-19 20:00:00,Dinner,Weekday,High-value record
1648,2024-02-01,12:00:00,Truffle Fries,Side,2.0,8,16.0,Mobile Payment,Dine-In,105,Nina,12,Thursday,2,February,3,False,False,2024-02-01 12:00:00,Lunch,Weekday,Other record
