date,time,menu_item,category,quantity,price_per_item,revenue,payment_method,order_type,server_id,server_name,hour,weekday,month_number,month_name,day_of_week,is_weekend,high_revenue
2024-12-01,16:00:00,Truffle Fries,Side,4.0,8,32.0,Mobile Payment,Delivery,105,Nina,16,Sunday,12,December,6,True,False
2024-04-24,21:30:00,Cabernet Sauvignon,Beverage,10.0,16,160.0,Mobile Payment,Delivery,105,Nina,21,Wednesday,4,April,2,False,True
2024-02-18,17:15:00,Old Fashioned,Beverage,7.0,12,84.0,Mobile Payment,Delivery,104,Carlos,17,Sunday,2,February,6,True,True
2024-03-17,19:00:00,Ribeye Steak,Entree,5.0,35,175.0,Mobile Payment,Takeaway,104,Carlos,19,Sunday,3,March,6,True,True
2024-03-25,12:45:00,Mashed Potatoes,Side,2.0,7,14.0,Credit Card,Takeaway,101,Sarah,12,Monday,3,March,0,False,False
2024-09-16,14:45:00,Grilled Asparagus,Side,2.0,8,16.0,Cash,Takeaway,104,Carlos,14,Monday,9,September,0,False,False
2024-10-20,18:00:00,Old Fashioned,Beverage,8.0,12,96.0,Credit Card,Dine-In,104,Carlos,18,Sunday,10,October,6,True,True
2024-11-30,11:00:00,Grilled Asparagus,Side,6.0,8,48.0,Cash,Delivery,105,Nina,11,Saturday,11,November,5,True,False
2024-01-01,12:30:00,Cabernet Sauvignon,Beverage,7.2,16,115.2,Cash,Delivery,104,Carlos,12,Monday,1,January,0,False,True
2024-06-23,16:00:00,Caesar Salad,Appetizer,3.0,10,30.0,Credit Card,Delivery,105,Nina,16,Sunday,6,June,6,True,False
2024-11-03,18:30:00,Truffle Fries,Side,9.0,8,72.0,Cash,Dine-In,102,Jake,18,Sunday,11,November,6,True,True
2024-01-02,16:30:00,Bourbon BBQ Burger,Entree,3.0,22,66.0,Mobile Payment,Delivery,103,Emily,16,Tuesday,1,January,1,False,True
2024-12-25,12:00:00,New York Strip,Entree,4.0,38,152.0,Cash,Delivery,104,Carlos,12,Wednesday,12,December,2,False,True
2024-02-24,15:15:00,Caesar Salad,Appetizer,2.0,10,20.0,Credit Card,Dine-In,104,Carlos,15,Saturday,2,February,5,True,False
2024-04-07,22:30:00,Filet Mignon,Entree,7.0,42,294.0,Cash,Delivery,105,Nina,22,Sunday,4,April,6,True,True
2024-03-04,18:45:00,Bourbon BBQ Burger,Entree,10.0,22,220.0,Mobile Payment,Dine-In,104,Carlos,18,Monday,3,March,0,False,True
2024-01-03,19:00:00,Cabernet Sauvignon,Beverage,7.0,16,112.0,Mobile Payment,Takeaway,105,Nina,19,Wednesday,1,January,2,False,True
2024-03-31,22:15:00,Truffle Fries,Side,4.0,8,32.0,Cash,Takeaway,105,Nina,22,Sunday,3,March,6,True,False
2024-11-06,16:45:00,Grilled Asparagus,Side,5.0,8,40.0,Mobile Payment,Dine-In,103,Emily,16,Wednesday,11,November,2,False,False
2024-07-22,16:30:00,Old Fashioned,Beverage,2.0,12,24.0,Cash,Takeaway,105,Nina,16,Monday,7,July,0,False,False
2024-12-24,22:30:00,Truffle Fries,Side,11.0,8,88.0,Credit Card,Delivery,105,Nina,22,Tuesday,12,December,1,False,True
2024-11-19,14:15:00,Caesar Salad,Appetizer,4.0,10,40.0,Mobile Payment,Takeaway,103,Emily,14,Tuesday,11,November,1,False,False
2024-12-10,13:15:00,Cabernet Sauvignon,Beverage,6.0,16,96.0,Mobile Payment,Delivery,103,Emily,13,Tuesday,12,December,1,False,True
2024-12-29,12:30:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Mobile Payment,Delivery,104,Carlos,12,Sunday,12,December,6,True,True
2024-12-11,22:30:00,Grilled Asparagus,Side,2.0,8,16.0,Mobile Payment,Dine-In,101,Sarah,22,Wednesday,12,December,2,False,False
2024-07-14,13:00:00,Bourbon BBQ Burger,Entree,1.0,22,22.0,Cash,Takeaway,102,Jake,13,Sunday,7,July,6,True,False
2024-05-26,21:30:00,New York Strip,Entree,2.0,38,76.0,Mobile Payment,Takeaway,102,Jake,21,Sunday,5,May,6,True,True
2024-10-04,11:30:00,Old Fashioned,Beverage,2.0,12,24.0,Mobile Payment,Delivery,105,Nina,11,Friday,10,October,4,False,False
2024-04-24,22:45:00,Caesar Salad,Appetizer,11.0,10,110.0,Mobile Payment,Takeaway,101,Sarah,22,Wednesday,4,April,2,False,True
2024-07-14,17:45:00,Bourbon BBQ Burger,Entree,7.0,22,154.0,Mobile Payment,Dine-In,101,Sarah,17,Sunday,7,July,6,True,True
2024-05-08,14:45:00,Caesar Salad,Appetizer,2.0,10,20.0,Mobile Payment,Delivery,105,Nina,14,Wednesday,5,May,2,False,False
2024-04-10,22:15:00,Shrimp Cocktail,Appetizer,8.0,14,112.0,Cash,Delivery,101,Sarah,22,Wednesday,4,April,2,False,True
2024-04-05,13:00:00,Grilled Asparagus,Side,1.0,8,8.0,Credit Card,Takeaway,105,Nina,13,Friday,4,April,4,False,False
2024-05-15,13:15:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Cash,Takeaway,104,Carlos,13,Wednesday,5,May,2,False,False
2024-12-29,13:00:00,New York Strip,Entree,3.0,38,114.0,Mobile Payment,Dine-In,105,Nina,13,Sunday,12,December,6,True,True
2024-12-04,15:45:00,Chocolate Lava Cake,Dessert,5.0,9,45.0,Credit Card,Dine-In,103,Emily,15,Wednesday,12,December,2,False,False
2024-09-26,14:15:00,Cabernet Sauvignon,Beverage,1.0,16,16.0,Mobile Payment,Dine-In,104,Carlos,14,Thursday,9,September,3,False,False
2024-10-05,19:45:00,Filet Mignon,Entree,5.0,42,210.0,Cash,Dine-In,103,Emily,19,Saturday,10,October,5,True,True
2024-06-18,16:30:00,Caesar Salad,Appetizer,5.0,10,50.0,Mobile Payment,Takeaway,105,Nina,16,Tuesday,6,June,1,False,False
2024-11-28,11:00:00,Bourbon BBQ Burger,Entree,3.6,22,79.2,Credit Card,Dine-In,105,Nina,11,Thursday,11,November,3,False,True
2024-11-14,14:00:00,Bourbon BBQ Burger,Entree,3.0,22,66.0,Credit Card,Dine-In,104,Carlos,14,Thursday,11,November,3,False,True
2024-05-11,19:30:00,Ribeye Steak,Entree,9.0,35,315.0,Credit Card,Delivery,105,Nina,19,Saturday,5,May,5,True,True
2024-08-16,18:00:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Credit Card,Delivery,101,Sarah,18,Friday,8,August,4,False,False
2024-02-19,13:00:00,Bourbon BBQ Burger,Entree,1.0,22,22.0,Cash,Delivery,102,Jake,13,Monday,2,February,0,False,False
2024-12-16,17:00:00,Caesar Salad,Appetizer,10.0,10,100.0,Mobile Payment,Delivery,104,Carlos,17,Monday,12,December,0,False,True
2024-11-27,12:15:00,Ribeye Steak,Entree,4.0,35,140.0,Mobile Payment,Takeaway,101,Sarah,12,Wednesday,11,November,2,False,True
2024-02-14,12:00:00,New York Strip,Entree,2.4,38,91.2,Mobile Payment,Dine-In,105,Nina,12,Wednesday,2,February,2,False,True
2024-04-26,15:45:00,Grilled Asparagus,Side,6.0,8,48.0,Mobile Payment,Takeaway,104,Carlos,15,Friday,4,April,4,False,False
2024-06-10,11:45:00,Bourbon BBQ Burger,Entree,1.0,22,22.0,Mobile Payment,Dine-In,105,Nina,11,Monday,6,June,0,False,False
2024-02-02,22:00:00,Truffle Fries,Side,2.0,8,16.0,Credit Card,Delivery,101,Sarah,22,Friday,2,February,4,False,False
2024-05-28,21:30:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Credit Card,Takeaway,104,Carlos,21,Tuesday,5,May,1,False,False
2024-07-21,21:00:00,Old Fashioned,Beverage,3.0,12,36.0,Mobile Payment,Dine-In,102,Jake,21,Sunday,7,July,6,True,False
2024-07-19,19:30:00,Bourbon BBQ Burger,Entree,3.0,22,66.0,Credit Card,Delivery,103,Emily,19,Friday,7,July,4,False,True
2024-01-06,19:15:00,Filet Mignon,Entree,2.0,42,84.0,Cash,Delivery,105,Nina,19,Saturday,1,January,5,True,True
2024-07-20,19:00:00,Shrimp Cocktail,Appetizer,3.0,14,42.0,Mobile Payment,Delivery,103,Emily,19,Saturday,7,July,5,True,False
2024-04-18,17:15:00,New York Strip,Entree,4.0,38,152.0,Cash,Delivery,103,Emily,17,Thursday,4,April,3,False,True
2024-04-09,12:15:00,Bourbon BBQ Burger,Entree,5.0,22,110.0,Cash,Delivery,104,Carlos,12,Tuesday,4,April,1,False,True
2024-11-26,19:00:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Credit Card,Dine-In,102,Jake,19,Tuesday,11,November,1,False,False
2024-10-24,18:30:00,Mashed Potatoes,Side,4.0,7,28.0,Mobile Payment,Delivery,102,Jake,18,Thursday,10,October,3,False,False
2024-02-21,15:00:00,Caesar Salad,Appetizer,3.0,10,30.0,Credit Card,Takeaway,103,Emily,15,Wednesday,2,February,2,False,False
2024-11-11,21:30:00,Truffle Fries,Side,11.0,8,88.0,Cash,Delivery,105,Nina,21,Monday,11,November,0,False,True
2024-07-05,16:45:00,New York Strip,Entree,1.0,38,38.0,Credit Card,Dine-In,102,Jake,16,Friday,7,July,4,False,False
2024-12-30,22:45:00,Shrimp Cocktail,Appetizer,7.0,14,98.0,Cash,Delivery,103,Emily,22,Monday,12,December,0,False,True
2024-09-02,18:45:00,Mashed Potatoes,Side,6.0,7,42.0,Credit Card,Delivery,101,Sarah,18,Monday,9,September,0,False,False
2024-03-30,21:00:00,Shrimp Cocktail,Appetizer,3.0,14,42.0,Mobile Payment,Dine-In,103,Emily,21,Saturday,3,March,5,True,False
2024-11-16,12:00:00,Ribeye Steak,Entree,8.0,35,280.0,Mobile Payment,Dine-In,105,Nina,12,Saturday,11,November,5,True,True
2024-10-23,17:15:00,Ribeye Steak,Entree,9.0,35,315.0,Credit Card,Delivery,105,Nina,17,Wednesday,10,October,2,False,True
2024-08-29,21:15:00,Mashed Potatoes,Side,7.0,7,49.0,Cash,Delivery,103,Emily,21,Thursday,8,August,3,False,False
2024-03-09,18:00:00,Grilled Asparagus,Side,5.0,8,40.0,Mobile Payment,Dine-In,102,Jake,18,Saturday,3,March,5,True,False
2024-11-10,21:15:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Credit Card,Dine-In,102,Jake,21,Sunday,11,November,6,True,True
2024-10-16,20:15:00,Truffle Fries,Side,8.0,8,64.0,Credit Card,Dine-In,102,Jake,20,Wednesday,10,October,2,False,True
2024-09-06,14:00:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Cash,Dine-In,102,Jake,14,Friday,9,September,4,False,False
2024-09-22,16:45:00,Old Fashioned,Beverage,4.0,12,48.0,Cash,Dine-In,103,Emily,16,Sunday,9,September,6,True,False
2024-02-22,22:30:00,Truffle Fries,Side,5.0,8,40.0,Mobile Payment,Delivery,105,Nina,22,Thursday,2,February,3,False,False
2024-03-30,17:45:00,Mashed Potatoes,Side,11.0,7,77.0,Mobile Payment,Dine-In,105,Nina,17,Saturday,3,March,5,True,True
2024-05-08,17:15:00,Cabernet Sauvignon,Beverage,8.0,16,128.0,Credit Card,Takeaway,104,Carlos,17,Wednesday,5,May,2,False,True
2024-09-03,20:00:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Credit Card,Dine-In,102,Jake,20,Tuesday,9,September,1,False,True
2024-02-09,19:30:00,Caesar Salad,Appetizer,4.0,10,40.0,Cash,Dine-In,103,Emily,19,Friday,2,February,4,False,False
2024-11-04,22:00:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Credit Card,Takeaway,101,Sarah,22,Monday,11,November,0,False,True
2024-09-03,21:45:00,Old Fashioned,Beverage,4.0,12,48.0,Mobile Payment,Dine-In,104,Carlos,21,Tuesday,9,September,1,False,False
2024-01-12,14:00:00,New York Strip,Entree,9.0,38,342.0,Mobile Payment,Dine-In,102,Jake,14,Friday,1,January,4,False,True
2024-11-18,19:00:00,Chocolate Lava Cake,Dessert,5.0,9,45.0,Cash,Dine-In,103,Emily,19,Monday,11,November,0,False,False
2024-04-02,19:45:00,Chocolate Lava Cake,Dessert,9.0,9,81.0,Mobile Payment,Dine-In,103,Emily,19,Tuesday,4,April,1,False,True
2024-02-13,14:45:00,Chocolate Lava Cake,Dessert,4.0,9,36.0,Credit Card,Dine-In,102,Jake,14,Tuesday,2,February,1,False,False
2024-07-29,20:15:00,Chocolate Lava Cake,Dessert,5.0,9,45.0,Mobile Payment,Delivery,105,Nina,20,Monday,7,July,0,False,False
2024-05-15,13:30:00,Old Fashioned,Beverage,5.0,12,60.0,Mobile Payment,Dine-In,102,Jake,13,Wednesday,5,May,2,False,False
2024-07-12,17:15:00,Filet Mignon,Entree,2.0,42,84.0,Cash,Delivery,105,Nina,17,Friday,7,July,4,False,True
2024-12-16,17:15:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Cash,Takeaway,105,Nina,17,Monday,12,December,0,False,False
2024-11-03,11:00:00,Filet Mignon,Entree,3.0,42,126.0,Mobile Payment,Dine-In,105,Nina,11,Sunday,11,November,6,True,True
2024-10-03,11:45:00,Cabernet Sauvignon,Beverage,3.0,16,48.0,Credit Card,Dine-In,105,Nina,11,Thursday,10,October,3,False,False
2024-08-07,14:45:00,Grilled Asparagus,Side,2.0,8,16.0,Mobile Payment,Delivery,105,Nina,14,Wednesday,8,August,2,False,False
2024-02-20,17:15:00,Shrimp Cocktail,Appetizer,9.0,14,126.0,Cash,Dine-In,103,Emily,17,Tuesday,2,February,1,False,True
2024-11-02,19:45:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Cash,Delivery,101,Sarah,19,Saturday,11,November,5,True,False
2024-10-22,19:00:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Credit Card,Delivery,102,Jake,19,Tuesday,10,October,1,False,False
2024-12-18,16:45:00,Mashed Potatoes,Side,1.0,7,7.0,Cash,Takeaway,105,Nina,16,Wednesday,12,December,2,False,False
2024-05-09,15:45:00,Chocolate Lava Cake,Dessert,3.0,9,27.0,Mobile Payment,Takeaway,104,Carlos,15,Thursday,5,May,3,False,False
2024-04-14,17:45:00,New York Strip,Entree,6.0,38,228.0,Mobile Payment,Delivery,104,Carlos,17,Sunday,4,April,6,True,True
2024-05-09,15:30:00,Truffle Fries,Side,4.0,8,32.0,Mobile Payment,Dine-In,101,Sarah,15,Thursday,5,May,3,False,False
2024-04-27,18:15:00,Filet Mignon,Entree,4.0,42,168.0,Mobile Payment,Takeaway,103,Emily,18,Saturday,4,April,5,True,True
2024-10-08,20:00:00,New York Strip,Entree,8.0,38,304.0,Mobile Payment,Dine-In,101,Sarah,20,Tuesday,10,October,1,False,True
2024-03-15,18:45:00,Filet Mignon,Entree,2.0,42,84.0,Credit Card,Dine-In,103,Emily,18,Friday,3,March,4,False,True
2024-02-10,20:00:00,Truffle Fries,Side,8.0,8,64.0,Credit Card,Delivery,105,Nina,20,Saturday,2,February,5,True,True
2024-05-26,22:00:00,New York Strip,Entree,9.0,38,342.0,Credit Card,Dine-In,102,Jake,22,Sunday,5,May,6,True,True
2024-12-02,19:30:00,Caesar Salad,Appetizer,2.0,10,20.0,Mobile Payment,Delivery,105,Nina,19,Monday,12,December,0,False,False
2024-12-23,14:15:00,Bourbon BBQ Burger,Entree,1.0,22,22.0,Credit Card,Dine-In,101,Sarah,14,Monday,12,December,0,False,False
2024-03-21,12:30:00,Grilled Asparagus,Side,4.0,8,32.0,Mobile Payment,Takeaway,104,Carlos,12,Thursday,3,March,3,False,False
2024-10-27,14:00:00,Truffle Fries,Side,1.0,8,8.0,Cash,Delivery,103,Emily,14,Sunday,10,October,6,True,False
2024-10-13,20:30:00,Mashed Potatoes,Side,5.0,7,35.0,Cash,Delivery,102,Jake,20,Sunday,10,October,6,True,False
2024-08-20,17:00:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Credit Card,Delivery,101,Sarah,17,Tuesday,8,August,1,False,False
2024-10-13,12:30:00,Mashed Potatoes,Side,1.0,7,7.0,Mobile Payment,Takeaway,105,Nina,12,Sunday,10,October,6,True,False
2024-10-21,15:45:00,Grilled Asparagus,Side,6.0,8,48.0,Credit Card,Dine-In,103,Emily,15,Monday,10,October,0,False,False
2024-08-22,21:45:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Credit Card,Dine-In,103,Emily,21,Thursday,8,August,3,False,False
2024-02-04,17:15:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Credit Card,Takeaway,103,Emily,17,Sunday,2,February,6,True,True
2024-09-21,19:00:00,Truffle Fries,Side,6.0,8,48.0,Cash,Takeaway,101,Sarah,19,Saturday,9,September,5,True,False
2024-07-23,21:30:00,Filet Mignon,Entree,9.0,42,378.0,Cash,Takeaway,103,Emily,21,Tuesday,7,July,1,False,True
2024-06-30,14:30:00,New York Strip,Entree,2.0,38,76.0,Credit Card,Delivery,102,Jake,14,Sunday,6,June,6,True,True
2024-04-30,22:15:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Cash,Dine-In,102,Jake,22,Tuesday,4,April,1,False,False
2024-11-12,16:15:00,Filet Mignon,Entree,1.0,42,42.0,Cash,Delivery,104,Carlos,16,Tuesday,11,November,1,False,False
2024-11-10,11:00:00,Old Fashioned,Beverage,3.0,12,36.0,Mobile Payment,Takeaway,104,Carlos,11,Sunday,11,November,6,True,False
2024-10-21,15:45:00,New York Strip,Entree,5.0,38,190.0,Credit Card,Takeaway,102,Jake,15,Monday,10,October,0,False,True
2024-10-22,13:00:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Credit Card,Delivery,101,Sarah,13,Tuesday,10,October,1,False,True
2024-09-14,16:45:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Credit Card,Dine-In,105,Nina,16,Saturday,9,September,5,True,True
2024-08-23,16:00:00,Ribeye Steak,Entree,4.0,35,140.0,Credit Card,Delivery,101,Sarah,16,Friday,8,August,4,False,True
2024-06-15,16:30:00,New York Strip,Entree,9.0,38,342.0,Credit Card,Dine-In,103,Emily,16,Saturday,6,June,5,True,True
2024-08-29,20:30:00,Mashed Potatoes,Side,4.0,7,28.0,Credit Card,Takeaway,102,Jake,20,Thursday,8,August,3,False,False
2024-08-02,22:30:00,Mashed Potatoes,Side,9.0,7,63.0,Credit Card,Takeaway,102,Jake,22,Friday,8,August,4,False,True
2024-10-19,13:15:00,Filet Mignon,Entree,5.0,42,210.0,Cash,Delivery,104,Carlos,13,Saturday,10,October,5,True,True
2024-07-14,14:15:00,Truffle Fries,Side,2.0,8,16.0,Credit Card,Dine-In,102,Jake,14,Sunday,7,July,6,True,False
2024-08-03,18:15:00,Bourbon BBQ Burger,Entree,10.0,22,220.0,Mobile Payment,Delivery,103,Emily,18,Saturday,8,August,5,True,True
2024-09-06,15:30:00,Cabernet Sauvignon,Beverage,7.0,16,112.0,Cash,Takeaway,101,Sarah,15,Friday,9,September,4,False,True
2024-12-19,13:00:00,Caesar Salad,Appetizer,2.0,10,20.0,Credit Card,Delivery,101,Sarah,13,Thursday,12,December,3,False,False
2024-08-18,22:30:00,Shrimp Cocktail,Appetizer,7.0,14,98.0,Credit Card,Delivery,105,Nina,22,Sunday,8,August,6,True,True
2024-05-11,16:00:00,Grilled Asparagus,Side,2.0,8,16.0,Credit Card,Delivery,105,Nina,16,Saturday,5,May,5,True,False
2024-04-11,20:15:00,Shrimp Cocktail,Appetizer,6.0,14,84.0,Credit Card,Delivery,105,Nina,20,Thursday,4,April,3,False,True
2024-09-06,22:45:00,Filet Mignon,Entree,8.0,42,336.0,Mobile Payment,Takeaway,104,Carlos,22,Friday,9,September,4,False,True
2024-11-19,13:15:00,Bourbon BBQ Burger,Entree,3.0,22,66.0,Credit Card,Delivery,105,Nina,13,Tuesday,11,November,1,False,True
2024-10-19,17:00:00,Filet Mignon,Entree,5.0,42,210.0,Credit Card,Dine-In,103,Emily,17,Saturday,10,October,5,True,True
2024-06-11,21:30:00,Truffle Fries,Side,5.0,8,40.0,Mobile Payment,Delivery,104,Carlos,21,Tuesday,6,June,1,False,False
2024-05-18,18:30:00,Truffle Fries,Side,11.0,8,88.0,Mobile Payment,Takeaway,104,Carlos,18,Saturday,5,May,5,True,True
2024-03-26,13:00:00,New York Strip,Entree,2.0,38,76.0,Mobile Payment,Takeaway,101,Sarah,13,Tuesday,3,March,1,False,True
2024-04-17,13:45:00,Filet Mignon,Entree,1.0,42,42.0,Cash,Takeaway,105,Nina,13,Wednesday,4,April,2,False,False
2024-01-28,11:45:00,Cabernet Sauvignon,Beverage,1.0,16,16.0,Cash,Takeaway,105,Nina,11,Sunday,1,January,6,True,False
2024-03-20,12:45:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Cash,Delivery,103,Emily,12,Wednesday,3,March,2,False,False
2024-08-14,21:15:00,New York Strip,Entree,11.0,38,418.0,Cash,Dine-In,101,Sarah,21,Wednesday,8,August,2,False,True
2024-12-05,16:30:00,Old Fashioned,Beverage,4.0,12,48.0,Mobile Payment,Takeaway,105,Nina,16,Thursday,12,December,3,False,False
2024-08-15,13:15:00,Chocolate Lava Cake,Dessert,4.0,9,36.0,Credit Card,Delivery,105,Nina,13,Thursday,8,August,3,False,False
2024-08-10,19:30:00,Mashed Potatoes,Side,8.0,7,56.0,Mobile Payment,Dine-In,101,Sarah,19,Saturday,8,August,5,True,False
2024-08-14,15:30:00,Grilled Asparagus,Side,3.0,8,24.0,Cash,Takeaway,101,Sarah,15,Wednesday,8,August,2,False,False
2024-01-01,19:15:00,Mashed Potatoes,Side,7.2,7,50.4,Credit Card,Delivery,101,Sarah,19,Monday,1,January,0,False,False
2024-12-18,18:45:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Credit Card,Takeaway,105,Nina,18,Wednesday,12,December,2,False,False
2024-04-28,11:30:00,Caesar Salad,Appetizer,4.0,10,40.0,Mobile Payment,Takeaway,104,Carlos,11,Sunday,4,April,6,True,False
2024-05-07,13:45:00,Grilled Asparagus,Side,2.0,8,16.0,Credit Card,Dine-In,104,Carlos,13,Tuesday,5,May,1,False,False
2024-11-16,14:30:00,Shrimp Cocktail,Appetizer,10.0,14,140.0,Credit Card,Takeaway,102,Jake,14,Saturday,11,November,5,True,True
2024-02-05,13:15:00,Shrimp Cocktail,Appetizer,1.0,14,14.0,Mobile Payment,Takeaway,105,Nina,13,Monday,2,February,0,False,False
2024-08-19,15:45:00,Caesar Salad,Appetizer,2.0,10,20.0,Cash,Dine-In,101,Sarah,15,Monday,8,August,0,False,False
2024-09-30,11:15:00,Filet Mignon,Entree,3.0,42,126.0,Credit Card,Dine-In,104,Carlos,11,Monday,9,September,0,False,True
2024-01-05,14:00:00,New York Strip,Entree,2.0,38,76.0,Credit Card,Dine-In,103,Emily,14,Friday,1,January,4,False,True
2024-08-03,15:45:00,Mashed Potatoes,Side,6.0,7,42.0,Mobile Payment,Dine-In,103,Emily,15,Saturday,8,August,5,True,False
2024-02-11,13:00:00,Shrimp Cocktail,Appetizer,5.0,14,70.0,Cash,Delivery,104,Carlos,13,Sunday,2,February,6,True,True
2024-04-02,14:30:00,Grilled Asparagus,Side,1.0,8,8.0,Cash,Delivery,102,Jake,14,Tuesday,4,April,1,False,False
2024-07-16,18:15:00,Truffle Fries,Side,2.0,8,16.0,Cash,Takeaway,101,Sarah,18,Tuesday,7,July,1,False,False
2024-09-23,21:15:00,Old Fashioned,Beverage,6.0,12,72.0,Mobile Payment,Takeaway,103,Emily,21,Monday,9,September,0,False,True
2024-03-22,21:00:00,Truffle Fries,Side,12.0,8,96.0,Mobile Payment,Dine-In,103,Emily,21,Friday,3,March,4,False,True
2024-09-03,21:30:00,Caesar Salad,Appetizer,7.0,10,70.0,Cash,Delivery,102,Jake,21,Tuesday,9,September,1,False,True
2024-02-27,14:45:00,Mashed Potatoes,Side,1.0,7,7.0,Cash,Takeaway,105,Nina,14,Tuesday,2,February,1,False,False
2024-03-02,17:15:00,Ribeye Steak,Entree,2.0,35,70.0,Mobile Payment,Delivery,104,Carlos,17,Saturday,3,March,5,True,True
2024-12-18,20:15:00,Mashed Potatoes,Side,2.0,7,14.0,Cash,Dine-In,104,Carlos,20,Wednesday,12,December,2,False,False
2024-02-16,21:30:00,Bourbon BBQ Burger,Entree,2.0,22,44.0,Cash,Takeaway,102,Jake,21,Friday,2,February,4,False,False
2024-12-25,19:00:00,New York Strip,Entree,7.0,38,266.0,Cash,Takeaway,105,Nina,19,Wednesday,12,December,2,False,True
2024-11-26,16:45:00,Truffle Fries,Side,2.0,8,16.0,Cash,Delivery,104,Carlos,16,Tuesday,11,November,1,False,False
2024-07-02,22:15:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Credit Card,Delivery,104,Carlos,22,Tuesday,7,July,1,False,False
2024-10-13,15:45:00,Caesar Salad,Appetizer,5.0,10,50.0,Cash,Delivery,103,Emily,15,Sunday,10,October,6,True,False
2024-06-14,22:45:00,Shrimp Cocktail,Appetizer,10.0,14,140.0,Mobile Payment,Dine-In,101,Sarah,22,Friday,6,June,4,False,True
2024-09-28,13:45:00,Shrimp Cocktail,Appetizer,5.0,14,70.0,Mobile Payment,Takeaway,104,Carlos,13,Saturday,9,September,5,True,True
2024-01-01,21:45:00,Truffle Fries,Side,4.8,8,38.4,Cash,Delivery,103,Emily,21,Monday,1,January,0,False,False
2024-11-13,14:30:00,Truffle Fries,Side,1.0,8,8.0,Mobile Payment,Delivery,104,Carlos,14,Wednesday,11,November,2,False,False
2024-04-07,19:45:00,Cabernet Sauvignon,Beverage,3.0,16,48.0,Mobile Payment,Takeaway,103,Emily,19,Sunday,4,April,6,True,False
2024-07-28,21:30:00,Filet Mignon,Entree,2.0,42,84.0,Mobile Payment,Delivery,101,Sarah,21,Sunday,7,July,6,True,True
2024-01-23,13:15:00,Ribeye Steak,Entree,2.0,35,70.0,Cash,Takeaway,102,Jake,13,Tuesday,1,January,1,False,True
2024-02-20,11:45:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Mobile Payment,Delivery,105,Nina,11,Tuesday,2,February,1,False,True
2024-05-11,11:30:00,Caesar Salad,Appetizer,11.0,10,110.0,Mobile Payment,Dine-In,101,Sarah,11,Saturday,5,May,5,True,True
2024-04-16,21:45:00,Filet Mignon,Entree,7.0,42,294.0,Mobile Payment,Dine-In,103,Emily,21,Tuesday,4,April,1,False,True
2024-10-12,22:45:00,Mashed Potatoes,Side,2.0,7,14.0,Mobile Payment,Takeaway,105,Nina,22,Saturday,10,October,5,True,False
2024-01-21,22:00:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Cash,Delivery,101,Sarah,22,Sunday,1,January,6,True,False
2024-02-21,22:15:00,Cabernet Sauvignon,Beverage,8.0,16,128.0,Cash,Dine-In,105,Nina,22,Wednesday,2,February,2,False,True
2024-12-02,14:15:00,Cabernet Sauvignon,Beverage,5.0,16,80.0,Credit Card,Delivery,101,Sarah,14,Monday,12,December,0,False,True
2024-11-22,20:30:00,Bourbon BBQ Burger,Entree,8.0,22,176.0,Mobile Payment,Delivery,104,Carlos,20,Friday,11,November,4,False,True
2024-02-23,13:15:00,Cabernet Sauvignon,Beverage,5.0,16,80.0,Mobile Payment,Takeaway,102,Jake,13,Friday,2,February,4,False,True
2024-09-30,20:45:00,Mashed Potatoes,Side,5.0,7,35.0,Mobile Payment,Takeaway,103,Emily,20,Monday,9,September,0,False,False
2024-07-30,21:45:00,Truffle Fries,Side,7.0,8,56.0,Mobile Payment,Dine-In,105,Nina,21,Tuesday,7,July,1,False,False
2024-10-06,14:45:00,Cabernet Sauvignon,Beverage,3.0,16,48.0,Credit Card,Takeaway,104,Carlos,14,Sunday,10,October,6,True,False
2024-07-22,11:00:00,Shrimp Cocktail,Appetizer,5.0,14,70.0,Cash,Delivery,102,Jake,11,Monday,7,July,0,False,True
